web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573166691-156","https://developers.google.com/earth-engine/datasets/catalog","Reprocessed GLDAS-2.0: Global Land Data Assimilation System","https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V20_NOAH_G025_T3H","1948-01-01T00:00:00 - 2010-12-31T00:00:00","NASA","http://ldas.gsfc.nasa.gov/gldas/","forcing
    
      wind
    
      temperature
    
      humidity
    
      geophysical
    
      soil
    
      moisture
    
      surface
    
      pressure
    
      radiation
    
      precipitation
    
      evaporation
    
      climate
    
      nasa
    
      ldas
    
      gldas
    
      3-hourly","Global Land Data Assimilation System (GLDAS) ingests satellite and
ground-based observational data products. Using advanced land surface
modeling and data assimilation techniques, it generates optimal
fields of land surface states and fluxes."
"1573166126-83","https://developers.google.com/earth-engine/datasets/catalog","Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature","https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Day_5km_Monthly","2001-03-01T00:00:00 - 2015-06-01T00:00:00","Oxford Malaria Atlas Project","http://www.map.ox.ac.uk/map-earth-engine-meta-data/","lst
    
      surface-temperature
    
      oxford
    
      map","The underlying dataset for this daytime product is MODIS land surface
temperature data (MOD11A2), which was gap-filled using the approach
outlined in Weiss et al. (2014) to eliminate missing data caused by factors
such as cloud cover. Gap-free outputs were then aggregated temporally and
spatially to produce the monthly ≈5km product."
"1573165851-6","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15CONDEM","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      conditioned
    
      elevation
    
      dem
    
      topography
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573166970-246","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      oli-tirs
    
      l8
    
      lc8
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 8 Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573166122-81","https://developers.google.com/earth-engine/datasets/catalog","Oxford MAP TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness","https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_TCB_5km_Monthly","2001-02-01T00:00:00 - 2015-01-01T00:00:00","Oxford Malaria Atlas Project","http://www.map.ox.ac.uk/map-earth-engine-meta-data/","tcb
    
      tasseled-cap
    
      brightness
    
      oxford
    
      map","This gap-filled Tasseled Cap Brightness (TCB) dataset was created by
applying the tasseled-cap equations defined in Lobser and Cohen (2007) to
MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled
using the approach outlined in Weiss et al. (2014) to eliminate missing
data caused by factors such as cloud cover, and then the data were
aggregated temporally and spatially to produce the monthly ≈5km product."
"1573166874-200","https://developers.google.com/earth-engine/datasets/catalog","MOD09Q1.006 Terra Surface Reflectance 8-Day Global 250m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD09Q1","2000-03-05T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD09Q1.006","surface-reflectance
    
      sr
    
      modis
    
      mod09q1
    
      8-day
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD09Q1 product provides an estimate of the surface spectral reflectance of bands 1 and 2 at 250m resolution and corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the two reflectance bands, a quality layer is also included. For each pixel, a value is selected from all the acquisitions within the 8-day composite on the basis of high observation coverage, low view angle, the absence of clouds or cloud shadow, and aerosol loading."
"1573166525-135","https://developers.google.com/earth-engine/datasets/catalog","NOAA CDR: Ocean Near-Surface Atmospheric Properties, Version 2","https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_ATMOS_NEAR_SURFACE_V2","1988-01-01T00:00:00 - Present","NOAA","https://www.ncdc.noaa.gov/cdr/atmospheric/ocean-near-surface-atmospheric-properties","atmospheric
    
      ocean
    
      humidity
    
      hourly
    
      wind
    
      air-temperature
    
      noaa
    
      cdr
    
      osb","The Ocean Near-Surface Atmospheric Properties dataset is part of the NOAA
Ocean Surface Bundle (OSB) and provides a high quality Climate Data Record
(CDR) of air temperature, wind speed, and specific humidity over ice-free
ocean surfaces."
"1573165949-53","https://developers.google.com/earth-engine/datasets/catalog","Landsat Net Primary Production CONUS","https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_LANDSAT_NPP","1986-01-01T00:00:00 - Present","University of Montana Numerical Terradynamic Simulation Group (NTSG)","http://www.ntsg.umt.edu/project/landsat/landsat-productivity.php","productivity
    
      production
    
      photosynthesis
    
      npp
    
      gridmet-derived
    
      nlcd-derived
    
      mod17
    
      conus
    
      landsat
    
      yearly","The Landsat Net Primary Production (NPP) CONUS dataset estimates NPP using
Landsat Surface Reflectance for CONUS. NPP is the amount of
carbon captured by plants in an ecosystem, after accounting for losses due to
respiration. NPP is calculated using the MOD17 algorithm (see MOD17 User
Guide) with
Landsat Surface Reflectance, gridMET, and the National Land Cover Database."
"1573167116-317","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P OFFL AER AI: Offline UV Aerosol Index","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_AER_AI","2018-07-04T13:34:21 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      aerosol
    
      aai
    
      uvai
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      knmi","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573166814-171","https://developers.google.com/earth-engine/datasets/catalog","MYD17A3H.006: Aqua Net Primary Production Yearly Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD17A3H","2000-01-01T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MYD17A3H.006","gpp
    
      npp
    
      psn
    
      productivity
    
      photosynthesis
    
      modis
    
      mod17a3
    
      yearly
    
      global
    
      aqua
    
      usgs
    
      nasa","The MYD17A3H V6 product provides information about
annual Net Primary Productivity (NPP) at 500m pixel resolution.
 Annual NPP is derived from the sum of the 45 8-day Net Photosynthesis
(PSN) products (MOD17A2H) from the given year.  The PSN value
is the difference of the GPP and the Maintenance Respiration
(MR) (GPP-MR)."
"1573166543-140","https://developers.google.com/earth-engine/datasets/catalog","NASA-USDA SMAP Global Soil Moisture Data","https://developers.google.com/earth-engine/datasets/catalog/NASA_USDA_HSL_SMAP_soil_moisture","2015-04-01T00:00:00 - Present","NASA GSFC","https://gimms.gsfc.nasa.gov/SMOS/SMAP/","geophysical
    
      soil
    
      moisture
    
      nasa
    
      usda
    
      hsl
    
      smap","The NASA-USDA Global soil moisture and the NASA-USDA SMAP Global soil
moisture datates provide soil moisture information across the globe at
0.25°x0.25° spatial resolution. These datasets include
surface
and subsurface
soil moisture (mm),
soil moisture profile (%),
and surface and subsurface soil moisture anomalies. Soil moisture anomalies
are unitless and represent standardized
anomalies computed using a 31-days moving window. Values around 0
indicate typical moisture conditions, while very positive and very
negative values indicate extreme wetting (soil moisture conditions are
above average) and drying (soil moisture conditions are below average),
respectively."
"1573165899-29","https://developers.google.com/earth-engine/datasets/catalog","HUC04: USGS Watershed Boundary Dataset of Subregions","https://developers.google.com/earth-engine/datasets/catalog/USGS_WBD_2017_HUC04","2017-04-22T00:00:00 - 2017-04-23T00:00:00","United States Geological Survey","https://nhd.usgs.gov/wbd.html","water
    
      watershed
    
      wbd
    
      hydrology
    
      usgs","The Watershed Boundary Dataset (WBD) is a comprehensive
aggregated collection of hydrologic unit (HU) data consistent
with the national criteria for delineation and resolution. It
defines the areal extent of surface water drainage to a point
except in coastal or lake front areas where there could be multiple
outlets as stated by the Federal Standards and Procedures for
the National Watershed Boundary Dataset.
Watershed boundaries are determined solely upon science-based
hydrologic principles, not favoring any administrative boundaries
or special projects, nor particular program or agency. The intent
of defining HUs for the WBD is to establish a baseline drainage
boundary framework, accounting for all land and surface areas."
"1573167135-326","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-2 MSI: MultiSpectral Instrument, Level-2A","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S2_SR","2017-03-28T00:00:00 - Present","European Union/ESA/Copernicus","https://earth.esa.int/web/sentinel/user-guides/sentinel-2-msi/product-types/level-2a","msi
    
      sr
    
      reflectance
    
      eu
    
      esa
    
      copernicus
    
      sentinel","Sentinel-2 is a wide-swath, high-resolution, multi-spectral
imaging mission supporting Copernicus Land Monitoring studies,
including the monitoring of vegetation, soil and water cover,
as well as observation of inland waterways and coastal areas."
"1573166097-76","https://developers.google.com/earth-engine/datasets/catalog","Planet SkySat Public Ortho Imagery, Multispectral","https://developers.google.com/earth-engine/datasets/catalog/SKYSAT_GEN-A_PUBLIC_ORTHO_MULTISPECTRAL","2014-07-03T00:00:00 - 2016-12-24T00:00:00","Planet Labs Inc.","https://www.planet.com/","multispectral
    
      pansharpened
    
      planet
    
      skysat
    
      highres","This data from Planet labs Inc. SkySat satellites was collected for
the experimental ""Skybox for Good Beta"" program in 2015, as well as for
various crisis response events and a few other projects. The data is
available in both a 5-band Multispectral/Pan collection, and a Pansharpened
RGB collection."
